"NutsID","level_ID","region_name","year","temporary_crop_ID","tc_name_id","tc_name","tc_area","permanent_crop_ID","pc_name_id","pc_name","pc_area","labour_value","type_labour_ID","tl_name"
"15",2,Algarve,2019,136624,1,Total,12120,48720,4,Fruit plantations (subtropical climate zones),1937,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136628,2,Cereals,2596,48720,4,Fruit plantations (subtropical climate zones),1937,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136632,3,Dried pulses,106,48720,4,Fruit plantations (subtropical climate zones),1937,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136636,4,Temporary grasses and grazings,1659,48720,4,Fruit plantations (subtropical climate zones),1937,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136640,5,Fodder plants,6158,48720,4,Fruit plantations (subtropical climate zones),1937,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136644,6,Potatoes,83,48720,4,Fruit plantations (subtropical climate zones),1937,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136648,7,Sugarbeets,0,48720,4,Fruit plantations (subtropical climate zones),1937,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136652,8,Industrial crops,148,48720,4,Fruit plantations (subtropical climate zones),1937,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136656,9,Fresh vegetables,915,48720,4,Fruit plantations (subtropical climate zones),1937,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136660,10,Flowers and ornamental plants,276,48720,4,Fruit plantations (subtropical climate zones),1937,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136664,11,Other temporary crops,178,48720,4,Fruit plantations (subtropical climate zones),1937,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136624,1,Total,12120,48724,5,Nuts plantations,26179,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136628,2,Cereals,2596,48724,5,Nuts plantations,26179,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136632,3,Dried pulses,106,48724,5,Nuts plantations,26179,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136636,4,Temporary grasses and grazings,1659,48724,5,Nuts plantations,26179,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136640,5,Fodder plants,6158,48724,5,Nuts plantations,26179,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136644,6,Potatoes,83,48724,5,Nuts plantations,26179,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136648,7,Sugarbeets,0,48724,5,Nuts plantations,26179,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136652,8,Industrial crops,148,48724,5,Nuts plantations,26179,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136656,9,Fresh vegetables,915,48724,5,Nuts plantations,26179,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136660,10,Flowers and ornamental plants,276,48724,5,Nuts plantations,26179,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136664,11,Other temporary crops,178,48724,5,Nuts plantations,26179,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136624,1,Total,12120,48728,6,Olive plantations,9409,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136628,2,Cereals,2596,48728,6,Olive plantations,9409,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136632,3,Dried pulses,106,48728,6,Olive plantations,9409,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136636,4,Temporary grasses and grazings,1659,48728,6,Olive plantations,9409,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136640,5,Fodder plants,6158,48728,6,Olive plantations,9409,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136644,6,Potatoes,83,48728,6,Olive plantations,9409,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136648,7,Sugarbeets,0,48728,6,Olive plantations,9409,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136652,8,Industrial crops,148,48728,6,Olive plantations,9409,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136656,9,Fresh vegetables,915,48728,6,Olive plantations,9409,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136660,10,Flowers and ornamental plants,276,48728,6,Olive plantations,9409,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136664,11,Other temporary crops,178,48728,6,Olive plantations,9409,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136624,1,Total,12120,48732,7,Vineyards,1513,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136628,2,Cereals,2596,48732,7,Vineyards,1513,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136632,3,Dried pulses,106,48732,7,Vineyards,1513,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136636,4,Temporary grasses and grazings,1659,48732,7,Vineyards,1513,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136640,5,Fodder plants,6158,48732,7,Vineyards,1513,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136644,6,Potatoes,83,48732,7,Vineyards,1513,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136648,7,Sugarbeets,0,48732,7,Vineyards,1513,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136652,8,Industrial crops,148,48732,7,Vineyards,1513,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136656,9,Fresh vegetables,915,48732,7,Vineyards,1513,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136660,10,Flowers and ornamental plants,276,48732,7,Vineyards,1513,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136664,11,Other temporary crops,178,48732,7,Vineyards,1513,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136624,1,Total,12120,48736,8,Other permanent crops,21,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136628,2,Cereals,2596,48736,8,Other permanent crops,21,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136632,3,Dried pulses,106,48736,8,Other permanent crops,21,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136636,4,Temporary grasses and grazings,1659,48736,8,Other permanent crops,21,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136640,5,Fodder plants,6158,48736,8,Other permanent crops,21,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136644,6,Potatoes,83,48736,8,Other permanent crops,21,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136648,7,Sugarbeets,0,48736,8,Other permanent crops,21,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136652,8,Industrial crops,148,48736,8,Other permanent crops,21,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136656,9,Fresh vegetables,915,48736,8,Other permanent crops,21,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136660,10,Flowers and ornamental plants,276,48736,8,Other permanent crops,21,13720,1,Total labour force in agriculture
"15",2,Algarve,2019,136664,11,Other temporary crops,178,48736,8,Other permanent crops,21,13720,1,Total labour force in agriculture
"16",2,Centro,2019,67016,1,Total,171887,51428,1,Total,168086,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67020,2,Cereals,46322,51428,1,Total,168086,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67024,3,Dried pulses,3279,51428,1,Total,168086,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67028,4,Temporary grasses and grazings,13747,51428,1,Total,168086,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67032,5,Fodder plants,91275,51428,1,Total,168086,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67036,6,Potatoes,4260,51428,1,Total,168086,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67040,7,Sugarbeets,0,51428,1,Total,168086,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67044,8,Industrial crops,303,51428,1,Total,168086,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67048,9,Fresh vegetables,11597,51428,1,Total,168086,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67052,10,Flowers and ornamental plants,170,51428,1,Total,168086,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67056,11,Other temporary crops,934,51428,1,Total,168086,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67016,1,Total,171887,51432,2,Fresh fruit plantations (excluding citrus plantations),26364,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67020,2,Cereals,46322,51432,2,Fresh fruit plantations (excluding citrus plantations),26364,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67024,3,Dried pulses,3279,51432,2,Fresh fruit plantations (excluding citrus plantations),26364,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67028,4,Temporary grasses and grazings,13747,51432,2,Fresh fruit plantations (excluding citrus plantations),26364,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67032,5,Fodder plants,91275,51432,2,Fresh fruit plantations (excluding citrus plantations),26364,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67036,6,Potatoes,4260,51432,2,Fresh fruit plantations (excluding citrus plantations),26364,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67040,7,Sugarbeets,0,51432,2,Fresh fruit plantations (excluding citrus plantations),26364,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67044,8,Industrial crops,303,51432,2,Fresh fruit plantations (excluding citrus plantations),26364,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67048,9,Fresh vegetables,11597,51432,2,Fresh fruit plantations (excluding citrus plantations),26364,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67052,10,Flowers and ornamental plants,170,51432,2,Fresh fruit plantations (excluding citrus plantations),26364,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67056,11,Other temporary crops,934,51432,2,Fresh fruit plantations (excluding citrus plantations),26364,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67016,1,Total,171887,51436,3,Citrus plantations,1039,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67020,2,Cereals,46322,51436,3,Citrus plantations,1039,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67024,3,Dried pulses,3279,51436,3,Citrus plantations,1039,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67028,4,Temporary grasses and grazings,13747,51436,3,Citrus plantations,1039,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67032,5,Fodder plants,91275,51436,3,Citrus plantations,1039,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67036,6,Potatoes,4260,51436,3,Citrus plantations,1039,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67040,7,Sugarbeets,0,51436,3,Citrus plantations,1039,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67044,8,Industrial crops,303,51436,3,Citrus plantations,1039,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67048,9,Fresh vegetables,11597,51436,3,Citrus plantations,1039,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67052,10,Flowers and ornamental plants,170,51436,3,Citrus plantations,1039,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67056,11,Other temporary crops,934,51436,3,Citrus plantations,1039,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67016,1,Total,171887,51440,4,Fruit plantations (subtropical climate zones),1032,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67020,2,Cereals,46322,51440,4,Fruit plantations (subtropical climate zones),1032,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67024,3,Dried pulses,3279,51440,4,Fruit plantations (subtropical climate zones),1032,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67028,4,Temporary grasses and grazings,13747,51440,4,Fruit plantations (subtropical climate zones),1032,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67032,5,Fodder plants,91275,51440,4,Fruit plantations (subtropical climate zones),1032,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67036,6,Potatoes,4260,51440,4,Fruit plantations (subtropical climate zones),1032,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67040,7,Sugarbeets,0,51440,4,Fruit plantations (subtropical climate zones),1032,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67044,8,Industrial crops,303,51440,4,Fruit plantations (subtropical climate zones),1032,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67048,9,Fresh vegetables,11597,51440,4,Fruit plantations (subtropical climate zones),1032,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67052,10,Flowers and ornamental plants,170,51440,4,Fruit plantations (subtropical climate zones),1032,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67056,11,Other temporary crops,934,51440,4,Fruit plantations (subtropical climate zones),1032,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67016,1,Total,171887,51444,5,Nuts plantations,17008,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67020,2,Cereals,46322,51444,5,Nuts plantations,17008,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67024,3,Dried pulses,3279,51444,5,Nuts plantations,17008,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67028,4,Temporary grasses and grazings,13747,51444,5,Nuts plantations,17008,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67032,5,Fodder plants,91275,51444,5,Nuts plantations,17008,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67036,6,Potatoes,4260,51444,5,Nuts plantations,17008,96184,1,Total labour force in agriculture
"16",2,Centro,2019,67040,7,Sugarbeets,0,51444,5,Nuts plantations,17008,96184,1,Total labour force in agriculture
